"feature","beta","psi","plotted_label"
"ряд",-0.107604569908977,-0.172235799518429,NA
"сайт",-0.0890323583634671,-1.95114089070915,NA
"свобода",0.117736659451743,-1.25875141043386,NA
"свободный",0.14617803010945,-2.22551340000159,NA
"сегодняшний день",0.123637330092596,-2.65178678058135,NA
"сексуальный",0.30731769475083,-1.63206948603826,NA
"село",-0.265376861955364,-1.98058093195302,NA
"семья",-0.455515604010231,0.255414503162066,NA
"сколько",0.163393927453883,-2.08650234167149,NA
"служить",0.12869765881575,-1.30795166537052,NA
"случай",0.182521639597247,-0.424430521507705,NA
"смысл",0.0469572866025611,-0.492210757832101,NA
"современный мир",-0.034553198831469,-2.12991710483443,NA
"современный российский",-0.210475794856175,-1.08399530423549,NA
"современный условие",-0.612374124224096,-2.53521337558837,NA
"согласно",0.0877972526091206,-1.07032272019489,NA
"сознание",-0.426108924857925,-1.28016818685334,NA
"состоять",-0.0389593250190667,-0.840502337436298,NA
"социальный группа",-0.301264647805881,-1.07596234701911,NA
"социальный изменение",0.00565978690146933,-2.40683146319018,NA
"социальный отношение",0.105801080324762,-1.98526854034799,NA
"социальный процесс",-0.16033683657505,-2.0843004812191,NA
"социолог",0.0145875484643459,-0.344123883595787,NA
"союз",-0.0484029012158757,-2.3279301911316,NA
"специфический",0.0288670288681977,-1.01267559181056,NA
"способствовать",-0.0980096843943818,-0.276535518718786,NA
"сравнение",-0.436992342710558,-0.540640705412272,NA
"среди",-0.301883607594911,-0.0639151216524793,NA
"средний класс",-0.0560403583605429,-1.70383728884062,NA
"стабильность",-0.551556152652439,-1.82491964389745,NA
"старший",-0.757428538387098,-2.61326526849504,NA
"статус",-0.0560399430144586,-0.445847385138821,NA
"стиль",0.139291545011633,-1.30190764705099,NA
"столько",0.161018710408947,-2.15836373495728,NA
"стратегия",-0.122721795412687,0.216784399699999,NA
"стремиться",0.204821825847797,-1.49143332555462,NA
"структурный",-0.0796317110637639,-0.887491384866948,NA
"субъект",-0.0649180184943367,-0.365942693416087,"субъект"
"сценарий",0.0317908690516275,-1.71467139202452,NA
"также",-0.102881830921229,1.34213811826115,NA
"текст",0.60733038780336,-0.786489208520796,"текст"
"тематический",0.0490093028145185,-1.64735068147792,NA
"типичный",-0.0582781581633402,-1.83323151111293,NA
"точка",0.053158882051209,-1.88972154104809,NA
"традиционный",-0.0716492004617136,-0.295762071821875,NA
"трудовой",-0.404794409906988,-0.635516287937328,NA
"увеличение",-0.34768966432629,-1.43289398306896,NA
"угроза",-0.291251259172749,-1.11915024704389,NA
"удаваться",0.0332695507978299,-2.01196499723917,NA
"уделять",-0.123584609941137,-1.0505276282166,NA
"удовлетворение",-0.18119057775393,-2.68714705641726,NA
"уровень",-0.416731361924773,0.620884924546296,NA
"условие",-0.227671887807633,0.584728736376813,NA
"устройство",0.306535654283566,-1.7687531897983,NA
"учреждение",-0.0832132461760731,-1.05560510219644,NA
"федеральный",-0.477374109179548,-1.27014536391665,NA
"феминистский",0.96232346787006,-3.13789123016352,"феминистский"
"формат",-0.17790144838414,-1.50599904257457,NA
"формирование",-0.218376397531399,0.352172865838689,NA
"формироваться",-0.065983777533285,-0.992773895245757,NA
"форум",0.146277973819269,-2.48967037840935,NA
"функционировать",0.308906651960694,-2.52305942771318,NA
"характерный",-0.0467818485316258,-0.791735676446956,NA
"ход",-0.0345758134262447,-0.579912736424343,NA
"ценность",-0.27882199568096,0.238595685271363,"ценность"
"часто",-0.090031286333639,-0.47977841431067,NA
"широкий",0.135616816198866,-0.970484643029493,NA
"широко",0.106092369838507,-1.93066346763677,NA
"школьник",-0.865704804988051,-2.12890430687526,NA
"экономический",-0.118768881526004,0.532691556912066,NA
"экономический социальный",-0.310966768737585,-2.13761591966915,NA
"элемент",0.132835815221744,-0.568841575741568,NA
"эпоха",0.275802428362566,-1.25874527231692,NA
"этнографический",1.00154252425948,-2.59158616483366,"этнографический"
"эффективность",-0.394004118138301,-0.7992852066532,NA
"язык",0.241999575086976,-0.699380907492678,NA
"адаптация",-0.6688795058091,-0.92727245534586,NA
"актуальность",-0.262729645089547,-1.46490329335205,NA
"акция",0.152505202003881,-2.22622117544932,NA
"альтернативный",0.27655333847647,-1.44599594567821,NA
"американский",0.294774919530868,-1.32831000815119,NA
"аналогичный",-0.0508839344970289,-2.4659988167657,NA
"аргумент",0.3159263565662,-2.0243112239455,NA
"бывший",0.292810892139346,-2.0314936768008,NA
"важность",-0.233571393512716,-1.57086287362446,NA
"взаимодействие",0.0690591198695711,0.370716102927028,NA
"взгляд",0.160932991940417,-0.80927094293933,NA
"взять",0.239254550858927,-2.23176902616138,NA
"власть",0.128738855555711,0.0635063864420826,NA
"влиять",-0.310535164142499,-0.401956399739011,NA
"вместе",-0.057998988751141,-1.24474251001956,NA
"воспоминание",0.304951756702677,-2.60691701003588,NA
"вступать",0.15208180267103,-2.51388504378124,NA
"выполнять",-0.364479324215304,-0.730224718315861,NA
"выражение",0.251831721352691,-1.97221292996529,NA
"выстраивание",0.0819554511394271,-2.4734221048418,NA
"выступление",0.268973272700697,-2.34113106244681,NA
"генезис",0.117649758086673,-2.58485987072665,NA
"глубокий",-0.055292857330728,-1.80922162293706,NA
"горожанин",0.136055376802305,-1.46950483175343,NA
"готовый",-0.377282814551979,-2.07806953326971,NA
"гражданский",-0.110748336490177,-0.730601708871704,NA
"движение",0.234417689999977,-0.773845819957361,NA
"действительность",0.181306345249491,-2.09674314864718,NA
"дефицит",-0.236419336404072,-1.76280909471628,NA
"диалог",0.219676574958862,-2.03555447689727,NA
"друг друг",0.108486805230833,-1.69021667080304,NA
"дух",0.517059790194339,-2.80891633530419,NA
"жилье",-0.34490657199846,-2.01828588832195,NA
"законодательство",-0.04706932052543,-1.77390447429889,NA
"заниматься",0.0820930642126751,-1.65807114952911,NA
"запад",0.0595179135989157,-1.75841635833729,NA
"западный",0.227757431584923,-0.959453988875666,NA
"затруднять",-0.198058203568275,-2.53623640360457,NA
"земля",0.245827620734436,-2.39616922133204,NA
"зона",0.0669249961282645,-1.68319910249841,NA
"игра",0.751793865479225,-1.77287468283235,NA
"идеологический",0.349276623121232,-1.41853159692225,NA
"известный",0.284495639083817,-1.54804417841886,NA
"имя",0.214118502644142,-2.38960271854432,NA
"индивидуальный",-0.114515101432143,-0.549380723818974,NA
"инициатива",0.192044934157809,-1.48927440547626,NA
"иностранный",-0.00430100367350668,-1.84116897222514,NA
"инструмент",0.0215028696666312,-0.622042877548787,"инструмент"
"использовать",0.0107840959298135,0.225521930188681,NA
"использоваться",-0.0685807131477294,-0.564697427320187,NA
"исследовательский проект",0.00741608295422584,-2.39606117709174,NA
"исторический память",0.0124080685441439,-2.15187714356657,NA
"источник",0.114314799380959,-0.562293841919576,NA
"исходить",-0.0322833816642351,-1.63063073272775,NA
"коллега",-0.150426121420095,-2.11337158518507,NA
"культура",0.0864524287895149,0.337720179291218,NA
"либо",0.128048231687955,-1.13927336254656,NA
"лишь",0.0993501433719489,-1.15222797088355,NA
"масштаб",-0.171769080539988,-1.229544966819,NA
"междисциплинарный",0.110288925459778,-1.55881516476987,NA
"местный",0.129161174981163,-1.16046607756275,NA
"метафора",0.588620283971595,-2.29781554922632,NA
"метод",-0.181369067694221,0.264898248455554,NA
"метод анализ",-0.180095874198851,-2.61956371876476,NA
"методологический",0.0742573800930664,-0.454454876341915,NA
"мнение",-0.240683440310123,-0.792996576575568,NA
"множество",0.367352397149908,-1.5451562946318,NA
"моральный",0.22592803118414,-1.32909658202006,NA
"москва",0.0376539462064346,-0.953787666767848,NA
"муниципальный",-0.363206709732868,-1.57465024704568,NA
"наблюдатель",0.562736942369209,-2.82386292306394,NA
"научный литература",-0.0226054639616201,-2.47512639928466,NA
"начинать",0.131080725127215,-1.02162819559672,NA
"недостаток",-0.241315942484391,-1.72690300646093,NA
"обнаруживаться",0.0262591548627794,-2.55698081434967,NA
"образование",-0.669833133875787,0.0770664741589777,NA
"обращаться",0.31112105304439,-1.20848008458963,NA
"общность",-0.107460066644485,-1.41625649644686,NA
"однако",0.132378797259492,0.10390903680292,NA
"опасный",-0.270410950488109,-2.69515134497707,NA
"описываться",-0.0558983033440833,-1.12904370181562,NA
"основание",0.0707757558655948,-0.194972436497527,NA
"оставлять",0.495306584173902,-2.78217779726044,NA
"острый",-0.406518893922601,-2.28500223198422,NA
"отличие",0.0317079011625995,-1.15084714629603,NA
"относить",-0.0776213134677164,-1.67511379538901,NA
"отсутствие",-0.187947834307175,-0.52614941156069,NA
"отсутствовать",-0.190908621574331,-2.18642021107828,NA
"оценивать",-0.277473092232028,-0.790858888905186,NA
"оценка",-0.578112452175176,0.321010691477853,NA
"парадокс",0.410328257898284,-2.68496633588331,NA
"перевод",0.120703834716812,-1.87994423825929,NA
"перспектива",-0.0333318711117663,-0.31774099452911,NA
"подчеркиваться",-0.203661638873191,-1.63774327691964,NA
"поздний",0.218340475511072,-2.34958558194939,NA
"полезный",-0.244234023087243,-2.26862714948117,NA
"польза",0.0174625288294426,-1.82224935052104,NA
"помощь",-0.154556902640603,-0.0498379887871075,NA
"последний",0.0748446726900253,-0.767104621190789,NA
"послужить",-0.00110646702637152,-1.71035964683017,NA
"пост",0.198895181421273,-2.63413351169929,NA
"постоянно",0.145920753178418,-2.12388062414997,NA
"постсоветский россия",-0.00102183055288236,-2.52101571423491,NA
"правило",0.245480443375401,-0.740414906288545,NA
"практик",0.188655314958676,-0.959766646727974,NA
"превращаться",0.342895789726067,-2.38334558243488,NA
"предложение",-0.222720563452391,-1.88006013461907,NA
"предмет",0.0948567878956555,-1.13101931365229,NA
"предоставление",-0.308531872060639,-2.11393468194707,NA
"предпринимать",-0.0257416418274855,-1.20618322448568,NA
"прежнему",0.217150557290622,-2.4436910129884,NA
"преодолевать",0.193257823863844,-2.19684594357269,NA
"прием",-0.128674688599239,-1.99125167424823,NA
"принцип",0.0933569388817854,-0.366455758876401,NA
"приходиться",-0.0657023546954257,-2.32967632794978,NA
"проведение",-0.234324500970708,-0.900649706691245,NA
"продемонстрировать",-0.0286870171532416,-1.55037471622935,NA
"продукт",0.238006521477441,-1.51924649325214,NA
"противоположный",0.0740154456881844,-2.2117102597073,NA
"профессионал",-0.0997071566148345,-1.75763488579937,NA
"профессия",-0.44866090606561,-0.816427548645885,"профессия
"
"прошлое",0.481926580315865,-1.43442005053303,NA
"проявлять",-0.159099553210568,-2.32414559341573,NA
"психологический",-0.60935390440658,-0.488155110078232,NA
"психология",-0.554758914150933,-1.86297944535254,NA
"развиваться",0.160613356902658,-1.44757918803973,NA
"разному",0.159582154060028,-2.60198287857175,NA
"разрабатывать",-0.163724603063153,-0.910096836079364,NA
"район",0.169231443877717,-1.37071496643237,NA
"ранее",-0.094110084886324,-1.68232850355016,NA
"расхождение",0.0483243179566886,-2.47275394331778,NA
"реальность",0.155354959469415,-1.07022507148033,NA
"реальный",-0.216096099863948,-0.774824146224923,NA
"революция",0.394894445479666,-1.06173121114937,"революция"
"региональный уровень",-0.403021917546764,-2.76640211250594,NA
"рекомендация",-0.174452714838257,-1.69596529081369,NA
"репрезентация",0.389425344053711,-1.66633751031306,NA
"русский",0.0375046447083141,-0.475272754332674,NA
"самый",0.192660470839147,-0.471655118172937,NA
"сдвиг",-0.0171691122323185,-2.17858967691679,NA
"сделать",-0.172751543876885,-0.28681842693879,NA
"серия",0.173934152740742,-1.92435148383939,NA
"сеть",0.0699403683280822,-0.80038825925172,NA
"символический",0.173739470709089,-1.35276177224088,NA
"складываться",-0.107756402554593,-0.543495480263404,NA
"слово",0.0747549317020757,-1.37432512547397,NA
"сложность",-0.186737667049722,-1.51209613096253,NA
"совпадать",0.179912806147146,-2.67208866014916,NA
"современный россия",-0.0176836386923201,-1.07705735065565,NA
"состав",-0.223324084327366,-1.21884379799692,NA
"социализация",-0.43886056209736,-1.44769502966311,NA
"социальный наука",0.279903705852272,-1.4080683141692,NA
"социальный проблема",-0.0782600121090753,-1.59674675883148,NA
"социальный работа",-0.417731598419731,-2.2384798147159,NA
"социальный реальность",-0.224367536309877,-1.95663771341733,NA
"социальный связь",-0.20224185372618,-2.23178883142521,NA
"способный",0.0128710750944261,-1.10401591152016,NA
"ссср",0.38442572623037,-1.43581231048168,NA
"сталкиваться",0.00980925921177988,-1.33734997853742,NA
"старший поколение",-0.52108027669224,-2.45199464576815,NA
"статусный",-0.120949073029781,-2.24274026247824,NA
"стимул",-0.351551562562189,-2.19826898543348,NA
"считаться",0.191649977147964,-2.13002060813709,NA
"теоретический",0.168138749983661,-0.125082600533805,NA
"теория",0.259829324882579,0.391568909024768,"теория"
"течение",0.0147738554472972,-1.5301492930516,NA
"точка зрение",-0.0534691081738419,-0.339224154618391,NA
"требование",-0.0922101850460807,-1.16318402107453,NA
"трудность",-0.309003991718133,-1.38365259816583,NA
"указывать",0.0138459198858758,-1.37064190612903,NA
"украинский",0.315335172755789,-2.33494842016621,NA
"усилие",-0.131398360328484,-1.55836030529446,NA
"услуга",-0.0775427064891382,-0.665423886546414,NA
"успешно",0.207438617184672,-2.51017431703039,NA
"утрачивать",0.133669375539699,-2.65267529404925,NA
"ученик",-0.0247043689377597,-2.4752720433057,NA
"учет",-0.323946927871638,-0.852074375413913,NA
"формальный",0.0597407650819372,-1.14179762778644,NA
"функция",-0.125287797406923,-0.582506916171772,NA
"характеризоваться",-0.214077755012269,-1.10702310354216,NA
"художественный",0.43763199344307,-2.38364290051228,NA
"целостный",-0.25314574380276,-2.50314046434567,NA
"цель статья",-0.169624093052469,-1.52138369531513,NA
"ценностный",-0.394506436698918,-0.895376936693969,NA
"частично",0.116318020536302,-2.2317386750557,NA
"частный",0.0571862222769831,-1.26966871176552,NA
"эмоциональный",-0.224094439833501,-0.998143007310214,NA
"эмпирический база",-0.498991059923416,-1.31953197494494,"эмпирическая_база"
"эмпирический материал",0.148487498345361,-2.06937667167703,NA
"этический",0.0147058438464017,-1.58022310265043,NA
"авторский",-0.188945828978117,-1.27233689323753,NA
"антропология",0.698773798927808,-2.2860176708414,NA
"арена",0.291513071885162,-2.64179720539946,NA
"беларусь",-0.282273997380862,-2.71236039678624,NA
"богатый",0.040931994529767,-2.55679349261986,NA
"большинство",-0.300412277414662,-0.693081237261187,NA
"великобритания",0.122846488558328,-2.52300331371954,NA
"вера",0.17182403959251,-2.55281508780345,NA
"внешний",0.0203024872102748,-0.819737926430882,NA
"воспринимать",-0.127064925175428,-1.70797946962189,NA
"вполне",0.0492816931654377,-2.51989621053832,NA
"вырабатывать",0.033582139877577,-2.51997097544516,NA
"глубинный интервью",-0.0668044994561924,-1.5813864841012,NA
"гораздо",-0.00375234918485025,-2.57064603978659,NA
"действие",0.175007091055849,-0.248373859246219,NA
"действовать",0.106312825179349,-1.82971782553592,NA
"делаться",-0.129851793926901,-0.667407839366237,NA
"дискриминация",0.110319796608923,-2.30604435125748,NA
"достаточный",-0.0369987767662882,-2.40945979362917,NA
"друг",-0.432517499282441,-2.6579712069216,NA
"затрагивать",-0.0929308143436753,-1.85548184603437,NA
"издержки",-0.0716199282565118,-2.64182080589983,NA
"институциональный",-0.00121618443919428,-0.30793679691583,NA
"интеллектуальный",-0.00239907323946861,-1.29498264785701,NA
"интерпретация",0.202012139014151,-0.642027991521548,NA
"качественный",-0.287963541830224,-0.864475726787203,"качественный"
"качественный исследование",-0.20676325157257,-2.49162371075988,NA
"классификация",-0.197436188264738,-1.61730626752671,NA
"компания",0.0319089791920956,-1.02855042169158,NA
"конец",0.211154644648062,-1.15351269193853,NA
"консенсус",0.203007390202821,-2.57012907336369,NA
"кризис",-0.123949109843612,-0.635813915874996,NA
"линия",0.358826173568748,-2.429943722755,NA
"лояльность",0.0217933463780375,-2.67679170827602,NA
"мера",-0.348886949332386,-0.349512369789174,NA
"настоящий время",-0.119089747872002,-1.20420570556504,NA
"научно",-0.294251538377465,-1.12561488639713,NA
"немецкий",0.398875226502417,-1.85843740252794,NA
"необходимый",-0.128269375295714,-0.842884772609582,NA
"область",-0.138335398108798,0.138618383779123,NA
"образец",0.0826606423078589,-2.1603498685065,NA
"обращать",0.225225593071602,-1.85740316202595,NA
"ограниченный",-0.238435560396846,-2.12489749222208,NA
"определять",-0.139508723485086,0.188142727059497,NA
"опубликовывать",0.230491793117785,-1.84640871844748,NA
"ориентация",-0.371207026197978,-1.09618429064092,NA
"основа",-0.164187993235726,0.674740450813624,NA
"основа анализ",-0.341389296308805,-1.37255165581561,NA
"основной",-0.0783669933931601,0.52179141612461,NA
"особый внимание",-0.0944381479921402,-0.887092592271812,NA
"открывать",0.249360791119607,-1.80368199833532,NA
"оцениваться",-0.385801035289531,-1.78750842076071,NA
"поддержание",0.0544662067257507,-1.59386492444577,NA
"поддерживать",-0.0945031663267709,-1.29307181650239,NA
"получение",-0.326619418377584,-1.1328154931051,NA
"популярный",0.235746730588138,-1.75590734421216,NA
"постсоциалистический",0.546568628023886,-2.62353627792633,NA
"потребление",0.235607791986218,-0.668380762185916,"потребление"
"преимущество",-0.192201023838692,-1.37844802442928,NA
"приводить",-0.0900178433142275,-0.0116325005253986,NA
"природа",0.212910352984659,-0.901744353730381,NA
"программа",-0.195791123969463,-0.393122832255201,NA
"продукция",-0.00801142075898997,-2.677970478771,NA
"процесс социальный",-0.191048179921406,-2.7032894107277,NA
"прямой",-0.0184624202349377,-1.75484657538003,NA
"публикация",0.0879743620495922,-0.885213544221076,NA
"равенство",-0.199636831428512,-2.22248116020257,NA
"распространение",-0.045639624159706,-0.791631948305,NA
"российский город",0.324584513500294,-2.47145973101813,NA
"связанный",-0.106278675535198,-0.337725330050538,NA
"современный состояние",-0.351135412537101,-2.44571476359022,NA
"содержаться",-0.108966253691909,-2.66037485888072,NA
"создавать",0.160298889040777,-0.395814288426676,NA
"создание",0.120476157010887,-0.430364539196097,NA
"сотрудничество",-0.113940138378948,-1.46532458210679,NA
"социальный сеть",-0.238751437727016,-0.703328738723464,NA
"справедливость",-0.132240952084116,-1.61879170329311,NA
"существенный",-0.310207351047333,-1.24285306000687,NA
"существующий",-0.0397655287786458,-1.18205700842158,NA
"тенденция",-0.241302290910705,-0.335256791174775,NA
"термин",0.166222138775578,-1.25706365298187,NA
"трансформироваться",0.00106055437789344,-2.28568274600314,NA
"установление",0.0322553859716368,-2.00478027405767,NA
"утверждение",0.151731432931254,-2.05463075846785,NA
"уход",-0.249122024929772,-1.55281580912248,NA
"участие",-0.367067885225284,-0.198300538367602,NA
"фактически",0.275402632531496,-2.44599396372489,NA
"фактор",-0.465042911502534,0.502216138436976,"фактор"
"феномен",0.0345022263786945,-0.322482219879088,NA
"физический",-0.100997507159568,-1.24008397383852,NA
"философия",0.428513376849021,-1.72246675666088,NA
"фундаментальный исследование",-1.50124055919348,-3.25916033031302,NA
"целое",-0.250753454553355,-0.274628539650692,NA
"частность",-0.00267670356393747,-0.412740770428586,NA
"часть",0.128148664671501,-0.207480630435797,NA
"черта",-0.00746033961314959,-1.11944060914145,NA
"эмоция",0.152829507235269,-1.62873723178314,NA
"этика",0.313357165378975,-1.78179336652032,"этика"
"абсолютный",-0.00619640106519064,-2.67787363902406,NA
"акт",0.162178365250116,-2.15850971318923,NA
"активист",0.189259458974882,-1.81516500953799,NA
"актуализировать",-0.254091360460351,-2.09076281377294,NA
"аналитический",0.177177441479557,-1.35693631274008,NA
"базироваться",-0.168384354618939,-1.81453896788836,NA
"борьба",0.221395707653233,-1.14653074046103,NA
"вещь",0.846703169913891,-2.4866187868987,NA
"военный",0.0725122954463553,-1.28371623822253,NA
"восприниматься",0.0128856136758556,-1.85266468414482,NA
"выход",-0.187481442767543,-1.7787738441582,NA
"гражданин",-0.158731640861542,-0.296499831998762,NA
"домашний",0.0603656497314855,-1.72003724019951,NA
"единый",-0.113609057011442,-1.29235989103475,NA
"естественный",0.126486609976135,-1.6507642035874,NA
"жилищный",-0.0611875336519825,-1.94786800526503,NA
"задавать",0.179574383781999,-2.18615860830399,NA
"излагать",-0.0615364035804819,-2.22593829236428,NA
"интегрировать",-0.100707079969327,-2.27637519121579,NA
"интенсивный",0.0607286158023135,-2.29432858092306,NA
"интерпретироваться",0.0446424756345502,-2.6349584215592,NA
"использование",-0.172322770600394,0.235167725467598,NA
"исследовательский вопрос",0.122921354857345,-2.57250675752928,NA
"кампания",0.13019209229673,-2.25104556263059,NA
"картина",-0.275359160833934,-2.20758461695815,NA
"количественный",-0.373439731925965,-1.12652197821313,"количественный"
"коллектив",-0.237666983064794,-1.83025821937269,NA
"контроль",-0.0417457373617896,-0.718525684143905,NA
"коренной",0.0394925639685741,-2.49606281217695,NA
"крайне",0.0893825090906579,-2.15227926392414,NA
"краткий",0.113885232184198,-2.37666276345037,NA
"критический",0.306309166362239,-1.14427570968251,NA
"локальный",0.203459301181541,-1.11687895601415,NA
"любой",0.250052358156621,-1.43546135315311,NA
"массовый",-0.00845866273687264,-0.718121836788318,NA
"модернизация",-0.165838524560011,-0.722695388388343,NA
"молодежь",-0.73657224173349,0.0117877822429715,"молодежь"
"направлять",-0.162665509039131,-0.651601136446893,NA
"народ",0.048640791115543,-1.10057571817772,NA
"нарушение",-0.173333314482654,-1.50084257675535,NA
"находиться",0.117767596101179,-0.839589607415038,NA
"негативно",-0.480995211307753,-2.35007812746878,NA
"необходимость",-0.277255624888836,-0.243120338407822,NA
"неформальный",0.0844917377891837,-0.937304188129311,"неформальный"
"обзор",0.105559074626876,-0.883844501442031,NA
"обнаруживать",-0.182146612101134,-1.06952516609179,NA
"объект",0.336238382065711,-0.58927702611637,NA
"ожидание",-0.236620610870005,-1.22843102480584,NA
"основное",0.0130267278319489,-2.67704687760637,NA
"особенно",-0.0703843802691745,-0.813208986365746,NA
"осуществлять",-0.168918806258017,-1.00616588192826,NA
"осуществляться",0.0614825430449454,-1.2939142459082,NA
"отчасти",0.202226190989703,-2.4409679906903,NA
"переменный",-0.676613610789649,-2.03661747391156,NA
"персональный",-0.16929525643197,-2.56659341632812,NA
"питание",0.133781474786073,-1.82590770976291,NA
"плохой",-0.266727955240372,-2.38898730754988,NA
"поддержка",-0.398195777146176,-0.588130863370236,NA
"подобный",0.221499997548151,-1.01104051769937,NA
"подробно",0.163100169449823,-2.09422789404175,NA
"подтверждать",-0.469191778880063,-1.54847438093368,NA
"подтверждаться",-0.552899737779854,-2.62564166884205,NA
"пол",-0.229260044564482,-1.95784079071626,NA
"помогать",0.0726223106322368,-1.47393085599953,NA
"посредством",-0.109418023415986,-1.23151693152601,NA
"постановка",0.066505459536028,-2.64882539364066,NA
"правительство",0.0543601923677582,-1.51208743189079,NA
"предел",0.304896284054303,-1.69490238261274,NA
"предлагать",0.133382535999574,0.212275874906465,NA
"предпочтение",-0.21001531433682,-1.45953582937439,NA
"привлекать",0.193370787614554,-1.88244318625324,NA
"привычный",0.160967973371102,-2.18362973909513,NA
"призма",0.0591538277300288,-1.74177530074827,NA
"принадлежность",-0.166977050880195,-1.50379092420017,NA
"принципиальный",0.064495861160393,-2.38489123190342,NA
"принятие",-0.0093791846834211,-1.39847406193526,NA
"присутствие",0.378350498324549,-2.31055207592827,NA
"проблематика",0.0126586164709435,-1.11563480180732,NA
"происхождение",0.170697929191874,-2.31220401672283,NA
"простой",0.0611092073645523,-2.22925578680614,NA
"противоречие",0.0177366041564442,-0.80050286345981,NA
"профессиональный деятельность",-0.587742775707755,-2.15285298847476,NA
"радикальный",0.355134725871042,-1.84101457970516,NA
"различие",-0.152980154255536,-0.239457421582712,NA
"разнообразие",0.046018587014497,-1.48622846329523,NA
"ранний",-0.0145064590274944,-1.93729029858906,NA
"расширять",0.0914171660683739,-1.86555056562301,NA
"революционный",0.774051048142322,-2.31432506911562,NA
"редакция",0.361980952119988,-2.65198565714,NA
"редко",-0.112376385673253,-2.00981090024232,NA
"респондент",-0.855318320909,-0.495790096801499,"респондент"
"рост",-0.306875634746239,-0.308793117748205,NA
"самостоятельный",-0.212561456083169,-1.71463430737573,NA
"семейный",-0.451617419282303,-0.913133263134656,NA
"сми",0.0424944870132159,-0.825924977606879,NA
"событие",0.146402798384422,-0.537263264749727,NA
"сообщество",0.0973827041585438,0.121641277380109,NA
"соответственно",0.0161831794734706,-2.04913610101394,NA
"сотрудник",-0.0717964890256651,-1.07909022780342,NA
"сочетать",0.0477793894696283,-2.5198924085446,NA
"специальный",-0.0491326978366988,-1.56574366247924,NA
"способность",-0.195453198684941,-1.08058551903554,NA
"степень",-0.36049499301911,-0.464898849962644,NA
"структура",-0.181465898624166,0.255648504540025,NA
"схема",0.0625020470099712,-1.58924344635414,NA
"счет",-0.156333783664636,-1.17048670475921,NA
"телесный",0.8927967448272,-2.94140199926358,NA
"темпоральный",0.445664773557801,-2.62539338613282,NA
"тип",-0.181327181884432,0.024544864983537,NA
"увидеть",0.500398484934179,-2.79912633771133,NA
"уделяться",-0.00238578502626182,-1.11625635437556,NA
"хороший",-0.114231532521491,-1.20977935538689,NA
"хотя",-0.0212787359355776,-1.0661385286684,NA
"четыре",-0.132731690484039,-1.0466540634854,NA
"эмпирический исследование",-0.195554178519092,-0.640686827656831,NA
"этап развитие",0.0140638348983528,-2.32399598306857,NA
"эффект",-0.265199855090109,-0.777453333806332,NA
"благодарность",-1.68938329377572,-1.92867218987841,NA
"благодаря",0.204217437781221,-1.39889983927875,NA
"большой",-0.114973138558685,-0.432851203120681,NA
"быстро",0.0323346140524668,-2.42785182165511,NA
"вариант",0.00497438199228007,-1.32664126787868,NA
"ведущий",-0.259332195920593,-1.34078553040842,NA
"вид",-0.0483932492199212,-0.375235066290887,NA
"визуальный",0.408946399511407,-1.86282455293452,NA
"вне",0.0383079371802166,-1.90907205889632,NA
"вовлеченность",-0.291321210318091,-1.47303010652844,NA
"вызов",-0.162296109059164,-1.2244743975158,NA
"высокий",-0.415771768018584,-0.204370665563418,NA
"выстраивать",0.186925502865556,-2.05190679308095,NA
"выявлять",-0.444112428504195,0.384081616704867,NA
"гуманитарный",-0.170704074241501,-1.79211527648408,NA
"гуманитарный наука",-0.00148347914881886,-2.64975578012849,NA
"демонстрировать",0.183556789700138,-0.887560917692671,NA
"десять",0.00253367136098024,-2.57035067488484,NA
"дизайн",0.0342886479296145,-2.01195216602533,NA
"дисциплинарный",0.319428624278396,-2.40591087985243,NA
"доминирование",-0.0705709486049897,-1.94218124318699,NA
"доступный",-0.0457718489070378,-1.82010208419144,NA
"жанр",0.674902011127436,-2.82843693571285,NA
"зависимость",-0.277499156473271,-0.56596789996371,NA
"заключаться",0.0127829529653175,-1.05888784493176,NA
"значить",-0.407884934973646,-2.38594732921757,NA
"идентификация",-0.274932594819816,-1.67047074806444,NA
"иерархия",0.0153497013578404,-1.71504814143745,NA
"индустрия",0.252790791238277,-2.2086761944686,NA
"исключение",0.142410654531606,-1.89462730584911,NA
"испытывать",-0.289234807308012,-1.98070230879756,NA
"каков",0.136216611489803,-2.0912101865145,NA
"классический",0.270673829565801,-1.25740706949392,NA
"компетенция",-0.552765174948,-1.72788131796074,NA
"конструкт",-0.179683297145944,-1.96652781067214,NA
"контролировать",0.063427475562075,-2.63511329854297,NA
"май",-0.535213310635306,-2.76623932132593,NA
"медицина",0.208795136633461,-2.02625839682872,NA
"менеджер",-0.0944139831682351,-2.34312785558032,NA
"методика",-0.742296407099503,-0.918073953931395,NA
"микроуровень",-0.0767050894193388,-2.6424142902972,NA
"многообразие",0.00561985537707739,-2.11940852384917,NA
"направление",-0.0938319821250947,-0.214710716872074,NA
"недовольство",-0.243714743634052,-2.59613437131243,NA
"нежели",-0.060928097723237,-2.53772809420537,NA
"некоторый",0.0754239329767708,-0.386489442742207,NA
"нынешний",-0.0287999622311462,-1.87982276039541,NA
"обмен",0.158824463175336,-1.78773989388968,NA
"обретать",0.155113159376451,-2.52623589078098,NA
